No,Name,UEN,Short Intro,Date incorporated,Sector,Funding Stage,Employee range,Tags,Description,Address,Website,Emails,Phone,Team,Funding Stage,Total Funding,Funding Rounds,Rounding Raised
56,Acceset,UEN 201810050N,Anonymous Platform to Voice Concerns,23 March 2018,"Digital Health, Lifestyle",Pre-seed,1 - 10 employees,Platform,"Acceset is a platform for users to share problems and get support from the community. Acceset manages a blog dedicated to adversity issues as an alternative to therapy, as well as other support circles such as friends and family. Led by a team of dedicated professionals, Accesets works to improve the access to care for users who are in need of support. by building that optimises the process of communication between various groups of strangers on personal and mental health issues. Acceset aims to empower users to accept care and reset their lives. ","EUNOS SPRING 128 BEDOK RESERVOIR ROAD, #7-07, Singapore 470128",http://www.acceset.com/,acceset.sg@gmail.com, , ,Pre-seed,—,—, 
57,Accion Labs,UEN 201106959W,Transforms business via innovative technologies,23 March 2011,Infotech,Pre-seed,Above 200 employees,Infotech,"Accion Labs is a Product Engineering Company dedicated to help clients transform their business using emerging technologies. It was founded in 2011 by Kinesh Doshi, Tony Kernan and Sandesh Sukumaran. Accion has been listed as one of Pittsburgh's Fastest Growing Companies by the Pittsburgh Business Times for four consecutive years, the Inc. 5000 Fastest Growing Private Companies in America for two consecutive years, a finalist for the Pittsburgh Technology Council Tech 50 for two consecutive years, and CEO, Kinesh Doshi, was an EY Entrepreneur of the Year.The Accion Labs Team comprises Engineers, Designers, Thinkers, Product Managers, Problem Solvers and more. They are bound by their commitment to help teams succeed and their culture of Innovation.","GB BUILDING 143 CECIL STREET, #19-01, Singapore 069542",https://www.accionlabs.com/,SURESH.AKUNURI@ACCIONLABS.COM,+65 62209649, , , 
58,ACCOMO SINGAPORE PTE. LTD.,UEN 201330882H,—,15 November 2013,—,Pre-seed,—,, ,"INTERNATIONAL PLAZA 10 ANSON ROAD, #33-04A, Singapore 079903",http://accomo.asia/,sales@accomo.asia, , ,Pre-seed,—,—, 
59,ACCOUNTIT CONSULTANT PTE. LTD.,UEN 200918028M,Accounting & Secretary Service Provider,28 September 2009,Enterprise Solutions,Pre-seed,—,,A premier Accounting & Secretary Company catering to clients across diversified business verticals. An organization driven by technology and a strong team with domain expertise has given them the credence of being a preferred Accounting and Secretary Service company in Singapore.,"MOUNTBATTEN CENTRE 231 MOUNTBATTEN ROAD, #03-01, Singapore 397999",http://www.accountit.com.sg/,enquiry@accountit.com.sg,+65 63364900,"S Narasimhan,Founder, Chief Executive Officer (CEO);Oren Nataf,Chief Technology Officer (CTO)",Pre-seed,—,—, 
60,ACCUFIND TECHNOLOGIES PTE. LTD.,UEN 201418013M,—,20 June 2014,—,Pre-seed,—,, ,"71 AYER RAJAH CRESCENT, #04-11, Singapore 139951", , , ,"satheesh,Co-founder;kodu kumar,Co-founder;soundar pandian,Co-founder",Pre-seed,—,—, 
61,ACCURATO DATA SINGAPORE PRIVATE LIMITED,UEN 201332818W,—,5 December 2013,—,Pre-seed,—,, ,"VILLA MARINA 31 JALAN SEMPADAN, #03-02, Singapore 457403",http://null.com, , , ,Pre-seed,—,—, 
62,ACE Biomedical,UEN 201502878G,—,29 January 2015,—,Pre-seed,1 - 10 employees,, ,"56 NEW UPPER CHANGI ROAD, #01-1288, Singapore 461056", ,keehau@gmail.com, , ,Pre-seed,—,—, 
63,Ace Link,UEN 201004847M,building material supply and services,6 March 2010,Others,Pre-seed,—,,"Ace Link Private Limited was founded by the late Mr Robert Tan in 1981. Ace link Pte Ltd provide building material supply and services to clients. Ace Link Private Limited provides various grades of concrete conforming to the Housing Development Board's and the industries' standards. Ace Link also provides various plywood and timbers for form-work and construction projects. For structural works, Ace Link provides reinforced cut and bend steel bars, welded mesh, construction chemicals, sand, plaster, crusher run, unwashed sand, aggregates and chipping materials. They also provides common and solid bricks, hollow bricks, OPC cement and 3 in 1 dry mix solution for building projects. ","SUNTEC TOWER ONE 7 TEMASEK BOULEVARD, #04-01A, Singapore 038987",http://acelink.sg/,ace_link@singnet.com.sg,+65 62978731, ,Pre-seed,—,—, 
64,Aceolution,UEN 201202507M,IT Services and Media Solutions,2 February 2012,Infotech,Pre-seed,11 - 50 employees,,"Aceolution is built on the idea that today’s world has no simple answer, and requires solutions that are multidimensional and grounded in evidence. As a solutions-based practice, they draw on our expertise in fields as diverse as urban design, IT, and media, to provide comprehensive solutions for our clients.Their services includes IT Services, Media Services, Urban Planning and Consultancy Services","600 SIN MING AVENUE, #-, Singapore 575733",http://www.aceolution.com,joseph.leung@aceolution.com,+65 98894736,"Sajeeth Praveen Bristol,Chief Executive Officer (CEO)",Pre-seed,—,—, 
65,ACI MEDICAL PTE. LTD.,UEN 201310335H,Biomedical Engineering Firm,18 April 2013,"Medtech, Pharmaceutical, Healthcare",Pre-seed,1 - 10 employees,Healthcare,"ACI Medical is a biomedical engineering firm engaged in the research, development, manufacture and sale of therapeutic products and technologies for individuals with varying degrees of limb- and life-threatening vascular conditions. The company is committed to supporting ongoing clinical research, especially in treatments for preventing amputations and other complications caused by vascular disease. In addition, ACI Medical also dedicates considerable effort to requesting Medicare reimbursement for patients who are at risk of losing a limb, but who cannot afford to pay out-of-pocket for therapies. With more than 30 years experience bringing innovative healthcare products to market, the company is committed to developing, producing and distributing the highest-quality products for patients, consumers and healthcare partners.","80 ROBINSON ROAD, #02-00, Singapore 068898",http://www.acimedical.com.sg/,rong.wang@aci-medical.co, , ,Pre-seed,—,—, 
66,Ack3 Bionetics,UEN 201024324W,Network Security Provider,15 November 2010,Infotech,Seed,—,,"They are a Singapore-based innovator in the network security domain. They have reinvented network security, anchored on voice biometrics as a key security factor and have developed the 3FID VICS Authentication/Identification Gateway as an advanced security platform.","20 COLLYER QUAY 20 COLLYER QUAY, #23-01, Singapore 049319",http://ack3bionetics.com,sales@ack3bionetics.com, ,"Sajit Bhaskaran,Co-founder;Michael Ang Boo Chye,Co-founder;Rajeev Bhasi,Chief Operations Officer (COO)",Seed,—,1,"Undisclosed,Undisclosed,Seed,Wavemaker Partners(1)"
67,ACM BIOLABS PTE. LTD.,UEN 201317235H,Vaccine Research and Development Firm,26 June 2013,"Medtech, Biotech, Healthcare",Pre-seed,1 - 10 employees,Health Analytics;Biotech;Healthcare,"ACM Biolabs is focused on developing novel vaccines using proprietary artificial cell membrane (""ACM"") technology. ACM Biolabs is able incorporate functional proteins into the artificial cell membranes which keep them stable, allowing them to induce a strong immune reaction. The company's proprietary technology is based on polymersomes which called Artificial Cell Membranes (“ACMs”). These ACMs are nanoscale vesicles which are conceptually very similar to liposomes, except that they are made from di-block or tri-block copolymers instead of lipids. With over 15 years of intensive R&D, the company has perfected, and patented, techniques of making these ACMs and incorporating membrane proteins into the walls such that these proteins are stable and correctly presented and elicit strong immune responses. ","THE CENTRAL 8 EU TONG SEN STREET, #16-98, Singapore 059818",http://www.acmbiolabs.com/index.html,mnallani@acmbiolabs.com, , ,Pre-seed,—,—, 
68,ACMEFocus.,UEN 201021602E,Computer Software & InfoComm Technology Service,10 October 2010,"Infotech, Infocomm Tech",Pre-seed,1 - 10 employees,,"ACMEFocus.Net Pte Ltd is a Singapore based IT Software Company specializing in accounting software. We assist our clients to use software to increase productivity. Aside from software, we also setup Servers and networking infrastructure for their company. Providing consultation for IT systems are also part of our forte. Their company takes pride in helping customers take full advantage of Information Technology in the simplest way; creating simple to use software systems, minimizing the learning curve. We look forward into the future where everyone can be benefited from IT without any hassle.","KINGLY BUILDING 46 SOUTH BRIDGE ROAD, #04-02, Singapore 058679",http://www.acmefocus.net/,inquiry@acmefocus.net,+65 65331993, ,Pre-seed,—,—, 
69,Acom Asian Resources,UEN 201401958R,Security and telecommunication system integrator,20 January 2014,"Infotech, Manufacturing & Engineering",Pre-seed,—,,"Acom provides security systems and technologies for companies and governments. They help people pinpoint and address issues in one's company related to security and threats. They deal with an array of telecommunications and control access systems to help companies, both new and old, run smoothly and safely.","20 MACTAGGART ROAD, #04-01, Singapore 368079",http://www.acom.com.sg/,sales@acom.com.sg,+65 64256366, ,Pre-seed,—,—, 
70,ACOUSTIC GROUP PTE. LTD.,UEN 201500686R,Marketing Solutions Provider,6 January 2015,Enterprise Solutions,Pre-seed,1 - 10 employees,Enterprise Solutions,"Acoustic is a strategic innovation and transformation company that creates, develops and implements solutions that solve real-world problems.Serving the Asia Pacific region from its Singapore location and in collaboration with our network of partners across the region, the company has a bespoke servicing and collaboration model, that utilises the right resources at the right time. The model is fast, smart and tailor-made to the needs of each individual client.Acoustic's Infinite Loop strategy model is unique, as it takes a holistic lifespan perspective on businesses, going beyond daily activities, campaigns, and yearly KPIs.","HIGH STREET CENTRE 1 NORTH BRIDGE ROAD, #08-08, Singapore 179094",http://acoustic.agency/,info@acoustic.agency,+65 8420 9200, ,Pre-seed,—,—, 
71,ACROMOBILE PTE. LTD.,UEN 200911577D,Salesforce OEM,27 June 2009,Fintech,Pre-seed,11 - 50 employees,,Acromobile provide solutions for payments and automates related processes. The solution is based on complete security with Tokenization and it is based on Salesforce's platform. They also provide CRM and reporting system for Cybersource,"PAYA LEBAR SQUARE 60 PAYA LEBAR ROAD, #12-55, Singapore 409051",https://acromobile.com/,support@acromobile.com;sales@acromobile.com, ,"Jason Masciarelli,Founder, Chief Executive Officer (CEO)",Pre-seed,—,—, 
72,ACTIGAGE PTE. LTD.,UEN 201533388W,Event Mobile Apps Developer,1 September 2015,"Media, Infotech",Pre-seed,1 - 10 employees,,"Actigage was started with the goal of bringing a new level of user engagement to audiences through the Internet of Things (IoT). The company builds SaaS products based on a self service model to allow any organisation or company to actively engage with their audiences. The app allows companies to have their own custom branding, promoted content, programmes, profiles, etc.","MIDVIEW CITY 24 SIN MING LANE, #07-93, Singapore 573970",http://www.actigage.com/,sales@actigage.com,+65 Not Found,"Gautam Prabhu,Founder",Pre-seed,—,—, 
73,ACTXA PTE. LTD.,UEN 201532101N,Health and Fitness Tracker Products Company,18 August 2015,"Medtech, Infotech, Digital Health, Others",Pre-seed,1 - 10 employees,Medtech;Digital Health,"Actxa started as an Internet-of-Things unit of Activate Interactive Pte Ltd, a multi-national technology services company headquartered in Singapore. The company's products include various fitness trackers from heart rate activity trackers to smart scales. There is also the Actxa app, where users can personalise their profiles and sync daily stats to move towards their goals. Actxa aims to advocate a healthy and active lifestyle by providing the means to enable individuals to challenge their limits and strive for their personal best.","SINGAPORE POST CENTRE 10 EUNOS ROAD 8, #13-08, Singapore 408600",https://actxa.com/sg/,support@actxa.com,+65 6835 7672,"Chun Hong Lim,Chief Executive Officer (CEO)",Pre-seed,—,—, 
74,ACUMEN RESEARCH LABORATORIES PTE. LTD.,UEN 201005466E,Clinical Drug Research and Development Company,15 March 2010,"Medtech, Pharmaceutical, Healthcare",Pre-seed,1 - 10 employees,Medtech;Pharmaceutical;Healthcare,"Acumen Research Laboratories (ARL) is a contract research organization (CRO) that provides a comprehensive range of customized, high-quality contract R&D services in drug target discovery and pre-clinical drug development to support the pharmaceutical industry and related biomedical sciences research communities world-wide. ARL specialises in translational research that addresses the gaps in the early stages of the drug discovery and development value chain, namely novel target discovery and lead generation. The company focuses mainly on cancer, where there are significant unmet medical needs for prescribed drugs. The target identification and validation strategies of ARL comprise an integrated approach involving clinical sample analysis, systems biology, bioinformatics, genomics, proteomics, disease markers, target-specific in vitro, cell-based and in vivo studies to understand the role of the targets in the cancer.","92 TAMPINES ROAD, #-, Singapore 535117",http://www.acumen-research.com/,siew_hwa_ong@acumen-research.com, , ,Pre-seed,—,—, 
