No,Name,Adress,Phone,Fax,Email,Website,Executive Contact,Classifications,Company Profile
62,AT ADLER,"146 , Robinson Rd #09-01 #09-01 Singapore Singapore 068909 068909",N/A,N/A,limseryong@atadler.com,www.atadler.com,MISS LIM SER YONG,Statutory/ External Audit,
63,ATHEL CORPORATE ADVISORY PTE LTD,"60 , Paya Lebar Road Paya Lebar Square Paya Lebar Square #10-09 #10-09 Singapore Singapore 409051 409051",N/A,N/A,info@athel.com.sg,www.athel.com.sg,TOH XUHUA,"Advisory Services,Bookkeeping",
64,ATM PTE LTD,"151 , Chin Swee Road Manhattan House Manhattan House #06-01 #06-01 Singapore Singapore 169876 169876",N/A,+65 6735 5004,N/A,www.atm.sg,TAN SU HOOI,"Bookkeeping,Corporate Secretariat Services,Business Formation/Start-Up,Filing Tax Returns,GST",
65,ATTIA KZ & CO,"20 , Jalan Chempaka Kuning Singapore Singapore 489058 489058",N/A,N/A,attiakzco@gmail.com,N/A,MS KULSOM ATTIA,"Statutory/ External Audit,Filing Tax Returns,Bookkeeping",
66,AUDIT ALLIANCE,"20 , Maxwell Rd Maxwell House Maxwell House #11-09 #11-09 Singapore Singapore 069113 069113",+65 6227 5428,+65 6220 7808,auditalliance@gmail.com,www.allianceaudit.com/,MRS STELLA TAN,"Statutory/ External Audit,Internal Audit,Bookkeeping,Corporate Secretariat Services,Filing Tax Returns,Corporate Governance,Company Listing,Financial and Accounting Processes,Due Diligence",
67,AUDIT EXPRESS,"BLK 54 , Kent Road HDB HDB #04-03 #04-03 Singapore Singapore 210054 210054",+65 6296 8436,N/A,wilsonyeoh@hotmail.com,www.auditexpress-sg.com,WILSON YEOH,"Statutory/ External Audit,Financing Arrangement and Rearrangement,Grant Applications,Corporate Secretariat Services,Bookkeeping,Business Formation/Start-Up,Filing Tax Returns,GST",
68,AUDITER PAC,"12 , Marina  Boulevard Marina Bay Financial Centre Tower 3 Marina Bay Financial Centre Tower 3 #17-01 #17-01 Singapore Singapore 018982 018982",N/A,N/A,N/A,www.auditerpac.com,HENRY LIM,"Statutory/ External Audit,Business Formation/Start-Up,Productivity & Innovation Credit (PIC),Financial and Accounting Processes,HR Processes,Due Diligence,Bookkeeping,Corporate Secretariat Services,Payroll & HR Administration Services,Filing Tax Returns,GST",
69,AVODAH BUSINESS SERVICES,"10 , Anson Road International Plaza International Plaza #10-11 #10-11 Singapore Singapore 079903 079903",N/A,N/A,inquiry@avodahbusiness.com,avodahbusiness.com,LIM CHENG HUANG,"Bookkeeping,Business Formation/Start-Up,Business Coaching",
70,AXON MANAGEMENT CONSULTANTS PTE LTD,"10 , Anson Road International Plaza International Plaza #18-03 #18-03 Singapore Singapore 079903 079903",+65 6221 1002,+65 6221 1400,relations@axonaccounting.com.sg,www.axonaccounting.com.sg,DIANA WONG,"Internal Audit,Advisory Services,Bookkeeping",
71,B K SOO & CO,"10 , Jln Besar Sim Lim Tower Sim Lim Tower #07-05 #07-05 Singapore Singapore 208787 208787",+65 6291 0608,+65 6292 9637,sykmanag@singnet.com.sg,N/A,MR SOO BOON SAN,"Statutory/ External Audit,Business Formation/Start-Up,Bookkeeping,Filing Tax Returns,GST",
72,B L KOH & CO,"151 , Chin Swee Rd Manhattan House Manhattan House #07-03 #07-03 Singapore Singapore 169876 169876",+65 6222 0919,+65 6227 6613,blkoh2001@yahoo.com.sg,N/A,MS KOH BE LOH,"Bookkeeping,Filing Tax Returns,Business Formation/Start-Up",
73,B L LEE & CO,"21 , Bukit Batok Crescent WCEGA Tower WCEGA Tower #17-71 #17-71 Singapore Singapore 658065 658065",+65 6570 0513,+65 6469 7417,eileen.lee@bllee.com.sg,N/A,EILEEN LEE,"Statutory/ External Audit,Budgeting,Business Formation/Start-Up,Corporate Secretariat Services,Financial and Accounting Processes,Bookkeeping,Grant Applications,Capital Investment,Capital Raising,Productivity & Innovation Credit (PIC)",
74,B LEE ONG & ASSOCIATES,"138 , Cecil Street Cecil Course Cecil Course #05-03 #05-03 Singapore Singapore 069538 069538",N/A,N/A,vobl88@yahoo.com,N/A,MS ONG BEE LEE,Statutory/ External Audit,
75,B P YAP & CO,"20 , Kramat Lane United House United House #02-05 #02-05 Singapore Singapore 228773 228773",N/A,+65 6735 3720,bpyap@bpyapco.sg,N/A,MR YAP BOON PHYE,"Statutory/ External Audit,Business Formation/Start-Up",
76,B SHARMA & CO,"171 , Tras Street Union Building Union Building #04-171A #04-171A Singapore Singapore 079025 079025",+65 6223 1477,+65 6223 2044,N/A,N/A,B SHARMA,"Statutory/ External Audit,Bookkeeping,Business Formation/Start-Up,Business Coaching,Filing Tax Returns,GST,Board Recruitment,Grant Applications,Corporate Secretariat Services",
77,B. H. RAY & CO,Singapore Singapore,N/A,N/A,justray1965@yahoo.com,N/A,"MR LIM BOON HUI, RAYMOND",Statutory/ External Audit,
78,B. S. MANGAT & CO,"8 , Cross Street PWC Building PWC Building #01-00 #01-00 Singapore Singapore 048424 048424",N/A,+65 6413 6555,balbeer@ftmsglobal.com,N/A,MR MANGAT BALBEER SINGH,"Statutory/ External Audit,Others,Filing Tax Returns,Bookkeeping,Others",
79,BAKER TILLY TFW LLP,"600 , North Bridge Road Parkview Square Parkview Square #05-01 #05-01 Singapore Singapore 188778 188778",+65 6336 2828,+65 6339 0438,general@bakertillytfw.com,www.bakertillytfw.com,MR FOONG DAW CHING,"Internal Audit,Charity Audit,Bookkeeping,Business Formation/Start-Up,Business Coaching,Business Valuation,Buying and Selling Businesses,Payroll & HR Administration Services,Filing Tax Returns,GST,Corporate Governance,Bankruptcies and/or Liquidations,Corporate Recovery,Company Listing,Financial Investigation,Litigation Assistance,Financial and Accounting Processes,Due Diligence,Merger and Acquisition",
80,BARCLAYS CAPITAL SERVICES LIMITED SINGAPORE BRANCH,"10 , Marina Boulevard Marina Bay Financial Centre Tower 2 Marina Bay Financial Centre Tower 2 #23-01 #23-01 Singapore Singapore 018983 018983",+65 6308 3000,N/A,adelphie@singnet.com.sg,www.barcap.com/,MISS LIM YAU WEN,Statutory/ External Audit,
81,BARRY WEE & CO PAC,"111 , North Bridge Road Peninsula Plaza Peninsula Plaza #21-02 #21-02 Singapore Singapore 179098 179098",+65 6337 1911,N/A,nscms@yahoo.com.sg,www.singaporepteltd.com,MR TAN,Statutory/ External Audit,
82,BC NEO BUSINESS ADVISORY PTE LTD,"30 , Robinson Road Robinson Towers Robinson Towers #12-01 #12-01 Singapore Singapore 048546 048546",+65 6227 2818,+65 6593 9399,neobanchuan@bcneoadvisory.com.sg,N/A,MR NEO BAN CHUAN,"Loan Finance and Leasing Advice,Financing Arrangement and Rearrangement,Buying and Selling Businesses,Financial Restructuring,Bankruptcies and/or Liquidations,Corporate Recovery,Financial Investigation,Litigation Assistance",
83,BDO LLP,"600 , North Bridge Road Parkview Square Parkview Square #23-01 #23-01 Singapore Singapore 188778 188778",N/A,+65 6828 9111,info@bdo.com.sg,www.bdo.com.sg,MR FRANKIE CHIA,"Internal Audit,Advisory Services,Business Valuation,Financial Restructuring,Set up Management Information Systems, Financial Management and Control Systems, etc,Others,Filing Tax Returns,GST,Bankruptcies and/or Liquidations,Corporate Recovery,Financial Investigation,Litigation Assistance,Financial and Accounting Processes,Transaction Advisory,Due Diligence",
84,BELINDA CHUA & CO,"221 , Henderson Road Henderson Building Henderson Building #08-16 #08-16 Singapore Singapore 159557 159557",+65 6275 8473,N/A,N/A,N/A,BELINDA CHUA,"Statutory/ External Audit,Charity Audit,Bookkeeping,Business Formation/Start-Up,Corporate Secretariat Services,Productivity & Innovation Credit (PIC),Financial/Wealth Planning,Set up Management Information Systems, Financial Management and Control Systems, etc,Financial Risk Management,Due Diligence,Corporate Governance,Budgeting,Cash Flow Forecasting,Financial Investigation,Payroll & HR Administration Services,Computer Consultants,Computer Systems,Financial and Accounting Processes,Filing Tax Returns,GST",
85,BESTAR SERVICES PTE LTD,"23 , New Industrial Road Solstice Business Center Solstice Business Center #07-04 #07-04 Singapore Singapore 536209 536209",+65 6299 4730,+65 6631 8594,admin@bestar.com.sg,www.bestar.com.sg,ROGER PAY,"Advisory Services,Audit of Gross Turnover (GTO),Filing Tax Returns,GST",
86,BF TEO ASSOCIATES,Singapore Singapore,N/A,N/A,bfteoassoc@yahoo.com,N/A,MR TEO BENG FWEE,Statutory/ External Audit,
87,BOB LOW & CO,"420 , North Bridge Road North Bridge Centre North Bridge Centre #06-05 #06-05 Singapore Singapore 188727 188727",+65 6338 3918,+65 6338 3918,bob1368@blcorpadvisory.com,N/A,"FOUNDER – BOB LOW SIEW SIE CA (SINGAPORE), LL.B (Hons) (LOND), F.C.C.A (UK) Member of CIArb (UK) & (HK) & SIArb, Member of AWAIPAS (Insolvency Practitioner), F.C.P.A. (Australia), Member of Singapore Academy of Law, Accredited Tax Advisor (Income Tax & GST)SENIOR CONSULTANT – EILEEN CHANBusiness Start-Up Adviser / Approved Company Secretary","Statutory/ External Audit,Bookkeeping,Financing Arrangement and Rearrangement,Grant Applications,Business Formation/Start-Up,Buying and Selling Businesses,Capital Investment,Productivity & Innovation Credit (PIC),SPRING Singapore Schemes,Investment Advice and/or Portfolio Management,Financial Risk Management,Due Diligence,Corporate Governance,Budgeting,Corporate Recovery,Receivership,ISO Standard Compliance,Others,Financial Investigation,Litigation Assistance,Payroll & HR Administration Services,Recruitment Services/Executive Search,Set up Management Information Systems, Financial Management and Control Systems, etc,Filing Tax Returns,GST",
88,BRANDON SOH & ASSOCIATES PAC,"1 , Maritime Square HarbourFront Centre HarbourFront Centre #12-06 #12-06 Singapore Singapore 099253 099253",+65 6221 4246,N/A,secretary@bpac.com.sg,www.bpac.com.sg,BRANDON SOH,"Advisory Services,Audit of Gross Turnover (GTO),Filing Tax Returns,GST",
89,BRIGHT ASSOCIATES,"261 , Waterloo Street Waterloo Centre Waterloo Centre #04-15 #04-15 Singapore Singapore 180261 180261",N/A,+65 6336 6463,N/A,N/A,LEE PING PING,"Statutory/ External Audit,Filing Tax Returns,GST,Bookkeeping",
90,BSL PUBLIC ACCOUNTING CORPORATION,"220 , Orchard Road Midpoint Orchard Midpoint Orchard #05-02 #05-02 Singapore Singapore 238852 238852",+65 6235 3388,+65 6235 3168,enquiries@bsl.sg,www.bsl.sg,MS LIM SIOW JANE,"Statutory/ External Audit,Bookkeeping,Receivership,Others,Corporate Secretariat Services,Productivity & Innovation Credit (PIC),IE Singapore Schemes,Others,Others,Others,Filing Tax Returns,GST,Others,Others,Business Formation/Start-Up,Others,Others,Payroll & HR Administration Services,Computerised Accounting Systems,Financial and Accounting Processes,Others,Due Diligence","BSL Public Accounting Corporation is a medium-sized Certified Public Accountants practice focusing on providing quality professional services to our clients.   We believe that it takes knowledge, ability as well as a positive attitude in serving our clients. Through our constant training programs, we keep ourselves ahead of the developments in the profession.   We are a member firm of AGN International Ltd, a global association of separate and independent accounting and advisory businesses. With this, we assure our local and international clients that we are never lack of resources to offer all-round professional and quality advice."
91,BT TAN & ASSOCIATES,"24 , Sin Ming Lane Midview City Midview City #05-107 #05-107 Singapore Singapore 573970 573970",+65 6256 7790,+65 6254 5487,shawntan@bttan.com,www.bttan.com,MS TAN BOON TIN,Statutory/ External Audit,
92,BTS BUSINESS SERVICES,"20 , Maxwell Road Maxwell House Maxwell House #04-02C #04-02C Singapore Singapore 069113 069113",+65 6224 9227,+65 6224 9227,bts_bs@ymail.com,N/A,"VICTOR, QUEK BENG TECK","Internal Audit,Charity Audit,Bookkeeping,Receivership,Business Valuation,Buying and Selling Businesses,IE Singapore Schemes,IDA Schemes,Computer Consultants,Computer Systems,Financial and Accounting Processes,HR Processes,Board Recruitment,Loan Finance and Leasing Advice,Grant Applications,Business Formation/Start-Up,Business Coaching,Corporate Secretariat Services,Payroll & HR Administration Services,Others,Set up Management Information Systems, Financial Management and Control Systems, etc,Filing Tax Returns,Tax Planning",
93,C B LIM & CO,Singapore Singapore,N/A,N/A,gbk@pacific.net.sg,N/A,MS LIM CHIN BEE,Statutory/ External Audit,
94,C C YANG & CO,"10 , Anson Road International Plaza International Plaza #31-01 #31-01 Singapore Singapore 079903 079903",+65 6225 0988,+65 6225 0855,ccyang@ccyangco.com.sg,www.ccyangco.com.sg,YANG CHING CHAO,"Statutory/ External Audit,Internal Audit,Bankruptcies and/or Liquidations,Company Listing,Financial Investigation,Litigation Assistance,Payroll & HR Administration Services,Set up Management Information Systems, Financial Management and Control Systems, etc,Enterprise Risk Management,Financial Risk Management,Due Diligence,Corporate Governance,Business Formation/Start-Up,Others,Productivity & Innovation Credit (PIC),IE Singapore Schemes,Computerised Accounting Systems,Financial and Accounting Processes,Filing Tax Returns,GST",
95,C H LEE & CO,Singapore Singapore 439852 439852,N/A,N/A,lee_ch35@hotmail.com,N/A,MR LEE CHONG HUA,Statutory/ External Audit,
96,C H LEI & CO,"10 , Ubi Crescent Ubi Techpark Lobby B Ubi Techpark Lobby B #05-28 #05-28 Singapore Singapore 408564 408564",N/A,+65 6749 9370,admin@chlei.com.sg,N/A,MR EDDIE LEE,"Internal Audit,Advisory Services,Bankruptcies and/or Liquidations,Corporate Recovery,Financial/Wealth Planning,Investment Advice and/or Portfolio Management,Budgeting,ISO Standard Compliance,Health, Safety and Environment",
97,C H TEO & CO,Block 7 Tg Pagar Plaza Tg Pagar Plaza #02-104 #02-104 Singapore Singapore 081007 081007,+65 6220 0939,+65 6220 6638,winteo@pacific.net.sg,N/A,"MISS TEO CHOR HUAN, WINNIE","Statutory/ External Audit,Business Formation/Start-Up,Filing Tax Returns,GST,Bookkeeping,Corporate Secretariat Services",
98,C K ANG & CO,"5001 , Beach Rd Golden Mile Complex Golden Mile Complex #08-56 #08-56 Singapore Singapore 199588 199588",+65 6293 6038,+65 6293 9186,ckang@ckangco.com,N/A,MR MAX ANG,"Statutory/ External Audit,Business Formation/Start-Up,Financial and Accounting Processes,Bookkeeping,Corporate Secretariat Services,Filing Tax Returns,GST",
99,C K FOO & CO,"20 , Kramat Lane #03-09 #03-09 Singapore Singapore 228773 228773",+65 6222 2052,+65 6222 5823,ckfoo.ca@outlook.com,N/A,MR FOO CHEE KWAN,Statutory/ External Audit,
100,C L TEO & CO,"Blk 808 , French Road Kitchener Complex Kitchener Complex #05-165 #05-165 Singapore Singapore 200808 200808",+65 6296 8348,+65 6296 7832,clteoco@singnet.com.sg,N/A,"MISS TEO CHIN LEE, ELAINE","Statutory/ External Audit,Business Formation/Start-Up,Bookkeeping,Filing Tax Returns,GST",
101,C M LEE & CO,"190 , Middle Road Fortune Centre Fortune Centre #10-06 #10-06 Singapore Singapore 188979 188979",+65 6235 5325,+65 6235 6553,daniel@cmlee.com.sg,N/A,DANIEL LEE,"Statutory/ External Audit,Business Formation/Start-Up,Filing Tax Returns,GST,Bookkeeping,Corporate Secretariat Services",
102,C M YENG & ASSOCIATES,"79 , Anson Rd #07-03 #07-03 Singapore Singapore 079906 079906",+65 6220 8858,+65 6220 6778,mindy@pgonline.sg,N/A,MS YENG CHIAH MING / MS CINDY,Statutory/ External Audit,
103,C N TIEW & CO,"180 , Paya Lebar Road Yi Guang Building Yi Guang Building #07-07 #07-07 Singapore Singapore 409032 409032",N/A,+65 6593 3536,mui_sang@cntiew.com.sg,www.cntiew.com.sg,MR TAN MUI SANG,Statutory/ External Audit,
104,C S CHAN & ASSOCIATES PAC,"10 , Anson Road International Plaza International Plaza #31-07 #31-07 Singapore Singapore 079903 079903",+65 6225 5088,+65 6225 8852,patrick@cschan.com.sg,N/A,PATRICK CHAN,"Statutory/ External Audit,Business Formation/Start-Up,Financial Investigation,Filing Tax Returns,Tax Planning,Bookkeeping,Corporate Secretariat Services,Productivity & Innovation Credit (PIC),Due Diligence",
